NU_ANO_CENSO|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|TP_ESCOLARIDADE|TP_NORMAL_MAGISTERIO|TP_SITUACAO_CURSO_1|CO_AREA_CURSO_1|CO_CURSO_1|IN_LICENCIATURA_1|IN_COM_PEDAGOGICA_1|NU_ANO_INICIO_1|NU_ANO_CONCLUSAO_1|TP_TIPO_IES_1|CO_IES_1|TP_SITUACAO_CURSO_2|CO_AREA_CURSO_2|CO_CURSO_2|IN_LICENCIATURA_2|IN_COM_PEDAGOGICA_2|NU_ANO_INICIO_2|NU_ANO_CONCLUSAO_2|TP_TIPO_IES_2|CO_IES_2|TP_SITUACAO_CURSO_3|CO_AREA_CURSO_3|CO_CURSO_3|IN_LICENCIATURA_3|IN_COM_PEDAGOGICA_3|NU_ANO_INICIO_3|NU_ANO_CONCLUSAO_3|TP_TIPO_IES_3|CO_IES_3|IN_DISC_QUIMICA|IN_DISC_FISICA|IN_DISC_MATEMATICA|IN_DISC_BIOLOGIA|IN_DISC_CIENCIAS|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LINGUA_INDIGENA|IN_DISC_ARTES|IN_DISC_EDUCACAO_FISICA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_FILOSOFIA|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_SOCIOLOGIA|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ATENDIMENTO_ESPECIAIS|IN_DISC_DIVER_SOCIO_CULTURAL|IN_DISC_LIBRAS|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|IN_ESPECIALIZACAO|IN_MESTRADO|IN_DOUTORADO|IN_POS_NENHUM|IN_ESPECIFICO_CRECHE|IN_ESPECIFICO_PRE_ESCOLA|IN_ESPECIFICO_ANOS_INICIAIS|IN_ESPECIFICO_ANOS_FINAIS|IN_ESPECIFICO_ENS_MEDIO|IN_ESPECIFICO_EJA|IN_ESPECIFICO_ED_ESPECIAL|IN_ESPECIFICO_ED_INDIGENA|IN_ESPECIFICO_CAMPO|IN_ESPECIFICO_AMBIENTAL|IN_ESPECIFICO_DIR_HUMANOS|IN_ESPECIFICO_DIV_SEXUAL|IN_ESPECIFICO_DIR_ADOLESC|IN_ESPECIFICO_AFRO|IN_ESPECIFICO_OUTROS|IN_ESPECIFICO_NENHUM|TP_TIPO_DOCENTE|TP_TIPO_CONTRATACAO|ID_TURMA|TP_TIPO_TURMA|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_ENTIDADE|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|116746423777|9|6|1979|37|38|2|1|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|142P01|1|||2004|2|403|||||||||||||||||||||1||1|1|0|0|0|0|0|1|1|1|1|0|0|0||0|0||||0||0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|2|8922634|0|1|0|1|0|0|18||5|5301|53001|53007670|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6252416|0|1|0|1|0|0|26||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6192772|0|1|0|1|0|0|25||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6194543|0|1|0|1|0|0|25||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6250778|0|1|0|1|0|0|27||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6256084|0|1|0|1|0|0|27||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6252427|0|1|0|1|0|0|26||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6251749|0|1|0|1|0|0|27||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6256062|0|1|0|1|0|0|27||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6252520|0|1|0|1|0|0|26||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6256006|0|1|0|1|0|0|26||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6252430|0|1|0|1|0|0|26||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|122774272415|27|12|1981|35|36|1|3|1|76|26|2609907|31|3118601|1|0|||||||||4|3|1|1|145F08|1|||2008|2|2015|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|6248827|0|1|0|1|0|0|26||5|5301|53001|53011996|53|5300108|530010805|2|1|||||||||1|0|0
2017|115110171717|3|6|1982|34|35|1|1|1|76|32|3204609|32|3204955|1|0|||||||||4|3|1|9|999990|1|||2006|2|1157|||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|1|0|1|1|9376658|0|1|0|1|0|0|18||5|5301|53001|53005163|53|5300108|530010805|2|2|||||||||1|0|0
2017|115110171717|3|6|1982|34|35|1|1|1|76|32|3204609|32|3204955|1|0|||||||||4|3|1|9|999990|1|||2006|2|1157|||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|1|0|1|1|9376707|0|1|0|1|0|0|18||5|5301|53001|53005163|53|5300108|530010805|2|2|||||||||1|0|0
2017|115110171717|3|6|1982|34|35|1|1|1|76|32|3204609|32|3204955|1|0|||||||||4|3|1|9|999990|1|||2006|2|1157|||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|1|0|1|1|9376809|0|1|0|1|0|0|16||5|5301|53001|53005163|53|5300108|530010805|2|2|||||||||1|0|0
2017|115110171717|3|6|1982|34|35|1|1|1|76|32|3204609|32|3204955|1|0|||||||||4|3|1|9|999990|1|||2006|2|1157|||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|1|0|1|1|9379011|0|1|0|1|0|0|14||5|5301|53001|53005163|53|5300108|530010805|2|2|||||||||1|0|0
2017|115110171717|3|6|1982|34|35|1|1|1|76|32|3204609|32|3204955|1|0|||||||||4|3|1|9|999990|1|||2006|2|1157|||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|1|0|1|1|9377557|0|1|0|1|0|0|15||5|5301|53001|53005163|53|5300108|530010805|2|2|||||||||1|0|0
2017|115110171717|3|6|1982|34|35|1|1|1|76|32|3204609|32|3204955|1|0|||||||||4|3|1|9|999990|1|||2006|2|1157|||||||||||||||||||||0||0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0||||0||0|1|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0|1|0|1|1|9375894|0|1|0|1|0|0|16||5|5301|53001|53005163|53|5300108|530010805|2|2|||||||||1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9690044|0|1|0|1|0|0|26||5|5301|53001|53015789|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9694992|0|1|0|1|0|0|27||5|5301|53001|53015789|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9281848|0|1|0|1|0|0|27||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9281835|0|1|0|1|0|0|27||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9283249|0|1|0|1|0|0|26||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|118573181450|13|9|1972|44|45|2|3|1|76|35|3550308|31|3146107|1|0|||||||||4|3|1|1|146P01|1|||1995|1|54|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|1|0|0|0|0||0|0|0|0|||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|8427538|0|1|0|0|1|1|74|4050|5|5301|53001|53015240|53|5300108|530010805|1|1|||||||||1|0|0
2017|118187346727|14|5|1973|44|44|1|2|1|76|31|3134400|31|3152808|1|0|||||||||4|3|1|1|145F01|1|||1999|2|222|||||||||||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|2|6655474|0|1|0|1|0|0|27||5|5301|53001|53011031|53|5300108|530010805|2|1|||||||||1|0|0
2017|116874235981|20|9|1990|26|27|2|1|1|76|31|3123908|31|3123908|1|0|||||||||3|0||||||||||||||||||||||||||||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0||||0||0|||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||1497904|0|1|0|1|0|0|18||5|5301|53001|53002008|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|111446902349|14|3|1993|24|24|2|1|1|76|31|3107406|31|3107000|1|0|||||||||4|3|1|1|146F15|1|||2013|1|2|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9050914|0|1|0|1|0|0|41||5|5301|53001|53007549|53|5300108|530010805|2|1|||||||||1|0|0
2017|111446902349|14|3|1993|24|24|2|1|1|76|31|3107406|31|3107000|1|0|||||||||4|3|1|1|146F15|1|||2013|1|2|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9054421|0|1|0|1|0|0|41||5|5301|53001|53007549|53|5300108|530010805|2|1|||||||||1|0|0
2017|111446902349|14|3|1993|24|24|2|1|1|76|31|3107406|31|3107000|1|0|||||||||4|3|1|1|146F15|1|||2013|1|2|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9054411|0|1|0|1|0|0|41||5|5301|53001|53007549|53|5300108|530010805|2|1|||||||||1|0|0
2017|111446902349|14|3|1993|24|24|2|1|1|76|31|3107406|31|3107000|1|0|||||||||4|3|1|1|146F15|1|||2013|1|2|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9054388|0|1|0|1|0|0|41||5|5301|53001|53007549|53|5300108|530010805|2|1|||||||||1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9281812|0|1|0|1|0|0|26||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9282789|0|1|0|1|0|0|27||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115195643686|16|8|1963|53|54|2|0|1|76|31|3106200|31|3106200|1|0|||||||||4|3|1|1|145F02|1|||1984|2|338|||||||||||||||||||0|0|0|1||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9282776|0|1|0|1|0|0|26||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
