NU_ANO_CENSO|CO_PESSOA_FISICA|NU_DIA|NU_MES|NU_ANO|NU_IDADE_REFERENCIA|NU_IDADE|TP_SEXO|TP_COR_RACA|TP_NACIONALIDADE|CO_PAIS_ORIGEM|CO_UF_NASC|CO_MUNICIPIO_NASC|CO_UF_END|CO_MUNICIPIO_END|TP_ZONA_RESIDENCIAL|IN_NECESSIDADE_ESPECIAL|IN_CEGUEIRA|IN_BAIXA_VISAO|IN_SURDEZ|IN_DEF_AUDITIVA|IN_SURDOCEGUEIRA|IN_DEF_FISICA|IN_DEF_INTELECTUAL|IN_DEF_MULTIPLA|TP_ESCOLARIDADE|TP_NORMAL_MAGISTERIO|TP_SITUACAO_CURSO_1|CO_AREA_CURSO_1|CO_CURSO_1|IN_LICENCIATURA_1|IN_COM_PEDAGOGICA_1|NU_ANO_INICIO_1|NU_ANO_CONCLUSAO_1|TP_TIPO_IES_1|CO_IES_1|TP_SITUACAO_CURSO_2|CO_AREA_CURSO_2|CO_CURSO_2|IN_LICENCIATURA_2|IN_COM_PEDAGOGICA_2|NU_ANO_INICIO_2|NU_ANO_CONCLUSAO_2|TP_TIPO_IES_2|CO_IES_2|TP_SITUACAO_CURSO_3|CO_AREA_CURSO_3|CO_CURSO_3|IN_LICENCIATURA_3|IN_COM_PEDAGOGICA_3|NU_ANO_INICIO_3|NU_ANO_CONCLUSAO_3|TP_TIPO_IES_3|CO_IES_3|IN_DISC_QUIMICA|IN_DISC_FISICA|IN_DISC_MATEMATICA|IN_DISC_BIOLOGIA|IN_DISC_CIENCIAS|IN_DISC_LINGUA_PORTUGUESA|IN_DISC_LINGUA_INGLES|IN_DISC_LINGUA_ESPANHOL|IN_DISC_LINGUA_FRANCES|IN_DISC_LINGUA_OUTRA|IN_DISC_LINGUA_INDIGENA|IN_DISC_ARTES|IN_DISC_EDUCACAO_FISICA|IN_DISC_HISTORIA|IN_DISC_GEOGRAFIA|IN_DISC_FILOSOFIA|IN_DISC_ENSINO_RELIGIOSO|IN_DISC_ESTUDOS_SOCIAIS|IN_DISC_SOCIOLOGIA|IN_DISC_EST_SOCIAIS_SOCIOLOGIA|IN_DISC_INFORMATICA_COMPUTACAO|IN_DISC_PROFISSIONALIZANTE|IN_DISC_ATENDIMENTO_ESPECIAIS|IN_DISC_DIVER_SOCIO_CULTURAL|IN_DISC_LIBRAS|IN_DISC_PEDAGOGICAS|IN_DISC_OUTRAS|IN_ESPECIALIZACAO|IN_MESTRADO|IN_DOUTORADO|IN_POS_NENHUM|IN_ESPECIFICO_CRECHE|IN_ESPECIFICO_PRE_ESCOLA|IN_ESPECIFICO_ANOS_INICIAIS|IN_ESPECIFICO_ANOS_FINAIS|IN_ESPECIFICO_ENS_MEDIO|IN_ESPECIFICO_EJA|IN_ESPECIFICO_ED_ESPECIAL|IN_ESPECIFICO_ED_INDIGENA|IN_ESPECIFICO_CAMPO|IN_ESPECIFICO_AMBIENTAL|IN_ESPECIFICO_DIR_HUMANOS|IN_ESPECIFICO_DIV_SEXUAL|IN_ESPECIFICO_DIR_ADOLESC|IN_ESPECIFICO_AFRO|IN_ESPECIFICO_OUTROS|IN_ESPECIFICO_NENHUM|TP_TIPO_DOCENTE|TP_TIPO_CONTRATACAO|ID_TURMA|TP_TIPO_TURMA|TP_MEDIACAO_DIDATICO_PEDAGO|IN_ESPECIAL_EXCLUSIVA|IN_REGULAR|IN_EJA|IN_PROFISSIONALIZANTE|TP_ETAPA_ENSINO|CO_CURSO_EDUC_PROFISSIONAL|CO_REGIAO|CO_MESORREGIAO|CO_MICRORREGIAO|CO_ENTIDADE|CO_UF|CO_MUNICIPIO|CO_DISTRITO|TP_DEPENDENCIA|TP_LOCALIZACAO|TP_CATEGORIA_ESCOLA_PRIVADA|IN_CONVENIADA_PP|TP_CONVENIO_PODER_PUBLICO|IN_MANT_ESCOLA_PRIVADA_EMP|IN_MANT_ESCOLA_PRIVADA_ONG|IN_MANT_ESCOLA_PRIVADA_SIND|IN_MANT_ESCOLA_PRIVADA_SIST_S|IN_MANT_ESCOLA_PRIVADA_S_FINS|TP_REGULAMENTACAO|TP_LOCALIZACAO_DIFERENCIADA|IN_EDUCACAO_INDIGENA
2017|115166250302|19|6|1981|35|36|1|3|1|76|52|5208707|31|3170404|1|0|||||||||4|3|1|1|145F09|1|||2004|1|2|||||||||||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|6167995|0|1|0|0|1|0|71||5|5301|53001|53012003|53|5300108|530010805|2|1|||||||||1|0|0
2017|122765443768|4|10|1979|37|38|2|1|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|142P01|1|||2002|2|1966|1|3|380D01|0|1||2009|1|5322|||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|2|9315497|0|1|0|1|0|0|2||5|5301|53001|53012151|53|5300108|530010805|2|1|||||||||1|0|0
2017|125233127783|11|2|1987|30|30|2|0|1|76|29|2921708|29|2932903|1|0|||||||||4|3|1|1|145F10|1|||2012||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||8930675|0|1|0|1|0|0|20||5|5301|53001|53027000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|125233127783|11|2|1987|30|30|2|0|1|76|29|2921708|29|2932903|1|0|||||||||4|3|1|1|145F10|1|||2012||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||8845666|0|1|0|1|0|0|19||5|5301|53001|53016599|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|112485222222|23|4|1990|27|27|2|1|1|76|35|3537404|35|3537404|1|0|||||||||4|3|1|1|142P01|1|||2013|2|1266|||||||||||||||||||0|0|0|0||0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|511529|0|1|0|1|0|0|27||5|5003|50006|50022768|50|5007802|500780205|3|2|||||||||1|1|0
2017|112485222222|23|4|1990|27|27|2|1|1|76|35|3537404|35|3537404|1|0|||||||||4|3|1|1|142P01|1|||2013|2|1266|||||||||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|511537|0|1|0|1|0|0|20||5|5003|50006|50022768|50|5007802|500780205|3|2|||||||||1|1|0
2017|125233127783|11|2|1987|30|30|2|0|1|76|29|2921708|29|2932903|1|0|||||||||4|3|1|1|145F10|1|||2012||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||8845698|0|1|0|1|0|0|21||5|5301|53001|53016599|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|125233127783|11|2|1987|30|30|2|0|1|76|29|2921708|29|2932903|1|0|||||||||4|3|1|1|145F10|1|||2012||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||8844904|0|1|0|1|0|0|20||5|5301|53001|53016599|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|125233127783|11|2|1987|30|30|2|0|1|76|29|2921708|29|2932903|1|0|||||||||4|3|1|1|145F10|1|||2012||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||8844872|0|1|0|1|0|0|20||5|5301|53001|53016599|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115043104111|17|12|1969|47|48|2|0|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|145F17|1|||1995|2|338|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|6117357|0|1|0|1|0|0|26||5|5301|53001|53006720|53|5300108|530010805|2|2|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9289071|0|1|0|1|0|0|41||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9288171|0|1|0|1|0|0|20||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3148435|0|1|0|1|0|0|21||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3146277|0|1|0|1|0|0|21||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3144402|0|1|0|1|0|0|21||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3146139|0|1|0|1|0|0|21||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9285473|0|1|0|1|0|0|20||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|111524238863|14|5|1994|23|23|1|3|1|76|52|5201702|31|3170206|1|0|||||||||4|3|1|1|145F10|1|||2016|2|402|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|3149456|0|1|0|1|0|0|21||5|5301|53001|53019601|53|5300108|530010805|2|1|||||||||1|0|0
2017|115046676205|1|7|1970|46|47|1|1|1|76|31|3134202|31|3170206|1|0|||||||||4|3|1|1|145F09|1|||2009|2|4310|1|1|145F18|1|||1994|1|17||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1||9690044|0|1|0|1|0|0|26||5|5301|53001|53015789|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115046676205|1|7|1970|46|47|1|1|1|76|31|3134202|31|3170206|1|0|||||||||4|3|1|1|145F09|1|||2009|2|4310|1|1|145F18|1|||1994|1|17||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1||9695147|0|1|0|1|0|0|25||5|5301|53001|53015789|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115046676205|1|7|1970|46|47|1|1|1|76|31|3134202|31|3170206|1|0|||||||||4|3|1|1|145F09|1|||2009|2|4310|1|1|145F18|1|||1994|1|17||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1||9694992|0|1|0|1|0|0|27||5|5301|53001|53015789|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115046676205|1|7|1970|46|47|1|1|1|76|31|3134202|31|3170206|1|0|||||||||4|3|1|1|145F09|1|||2009|2|4310|1|1|145F18|1|||1994|1|17||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1||9281848|0|1|0|1|0|0|27||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115046676205|1|7|1970|46|47|1|1|1|76|31|3134202|31|3170206|1|0|||||||||4|3|1|1|145F09|1|||2009|2|4310|1|1|145F18|1|||1994|1|17||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1||9281835|0|1|0|1|0|0|27||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|115046676205|1|7|1970|46|47|1|1|1|76|31|3134202|31|3170206|1|0|||||||||4|3|1|1|145F09|1|||2009|2|4310|1|1|145F18|1|||1994|1|17||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1||9283249|0|1|0|1|0|0|26||5|5301|53001|53056000|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|124892318638|5|7|1971|45|46|2|1|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|142P01|1|||2010|2|1966|||||||||||||||||||||1||1|1|0|0|0|0|0|0|0|1|1|0|0|0||0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1||9536731|0|1|0|1|0|0|17||5|5301|53001|53017269|53|5300108|530010805|4|1|1|0||1|0|0|0|0|1|0|0
2017|114292538270|16|4|1991|26|26|2|1|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|145F14|1|||2014|1|367|||||||||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9455426|0|1|0|1|0|0|20||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|115161732287|25|12|1971|45|46|1|2|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2000|2|402|||||||||||||||||||0|0|1|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9398581|0|1|0|1|0|0|25||5|5301|53001|53006739|53|5300108|530010805|2|1|||||||||1|0|0
2017|115161732287|25|12|1971|45|46|1|2|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2000|2|402|||||||||||||||||||0|0|1|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9400793|0|1|0|1|0|0|26||5|5301|53001|53006739|53|5300108|530010805|2|1|||||||||1|0|0
2017|115161732287|25|12|1971|45|46|1|2|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2000|2|402|||||||||||||||||||0|0|1|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9400671|0|1|0|1|0|0|26||5|5301|53001|53006739|53|5300108|530010805|2|1|||||||||1|0|0
2017|115161732287|25|12|1971|45|46|1|2|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2000|2|402|||||||||||||||||||0|0|1|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9400214|0|1|0|1|0|0|25||5|5301|53001|53006739|53|5300108|530010805|2|1|||||||||1|0|0
2017|115161732287|25|12|1971|45|46|1|2|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2000|2|402|||||||||||||||||||0|0|1|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9400238|0|1|0|1|0|0|25||5|5301|53001|53006739|53|5300108|530010805|2|1|||||||||1|0|0
2017|115161732287|25|12|1971|45|46|1|2|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2000|2|402|||||||||||||||||||0|0|1|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9395869|0|1|0|1|0|0|25||5|5301|53001|53006739|53|5300108|530010805|2|1|||||||||1|0|0
2017|115113479968|17|3|1978|39|39|1|0|1|76|31|3161106|31|3170404|1|0|||||||||4|3|1|1|145F08|1|||2000||9999999|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9395630|0|1|0|1|0|0|26||5|5301|53001|53011031|53|5300108|530010805|2|1|||||||||1|0|0
2017|115113348359|6|3|1971|46|46|1|3|1|76|31|3114303|31|3170404|1|0|||||||||4|3|1|1|145F10|1|||1995||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|9264459|0|1|0|1|0|0|20||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|117853072316|7|4|1982|35|35|1|1|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|146F04|1|||2007|2|706|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0|0||||0||1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9264459|0|1|0|1|0|0|20||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|119706510671|20|10|1986|30|31|1|1|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F09|1|||2010||9999999|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|1|0|0|0|1|1|1|0|0|0|1|0|0|0|0|0|0|0|1|0|1|1|9087390|0|1|0|1|0|0|25||5|5301|53001|53002598|53|5300108|530010805|2|1|||||||||1|0|0
2017|119706510671|20|10|1986|30|31|1|1|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F09|1|||2010||9999999|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|1|0|0|0|1|1|1|0|0|0|1|0|0|0|0|0|0|0|1|0|1|1|9087301|0|1|0|1|0|0|25||5|5301|53001|53002598|53|5300108|530010805|2|1|||||||||1|0|0
2017|119706510671|20|10|1986|30|31|1|1|1|76|53|5300108|31|3170404|1|0|||||||||4|3|1|1|145F09|1|||2010||9999999|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|1|0|0|0|0||0|0|0||||0||0|1|0|0|0|1|1|1|0|0|0|1|0|0|0|0|0|0|0|1|0|1|1|9087433|0|1|0|1|0|0|25||5|5301|53001|53002598|53|5300108|530010805|2|1|||||||||1|0|0
2017|117106892504|17|6|1975|41|42|2|0|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|146F15|1|||2006||9999999||||||||||||||||||||||||||||||||||||||||||||||0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9067728|0|1|0|1|0|0|1||5|5301|53001|53009720|53|5300108|530010805|2|1|||||||||1|0|0
2017|169021669276|6|10|1978|38|39|2|3|1|76|31|3143500|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2015|2|1019|||||||||||||||||||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9233986|0|1|0|1|0|0|19||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|117853072316|7|4|1982|35|35|1|1|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|146F04|1|||2007|2|706|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9236234|0|1|0|1|0|0|19||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|115113348359|6|3|1971|46|46|1|3|1|76|31|3114303|31|3170404|1|0|||||||||4|3|1|1|145F10|1|||1995||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|9236234|0|1|0|1|0|0|19||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|169021669276|6|10|1978|38|39|2|3|1|76|31|3143500|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2015|2|1019|||||||||||||||||||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9236449|0|1|0|1|0|0|19||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|114292538270|16|4|1991|26|26|2|1|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|145F14|1|||2014|1|367|||||||||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9270658|0|1|0|1|0|0|21||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|117853072316|7|4|1982|35|35|1|1|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|146F04|1|||2007|2|706|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|9236117|0|1|0|1|0|0|19||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|115113348359|6|3|1971|46|46|1|3|1|76|31|3114303|31|3170404|1|0|||||||||4|3|1|1|145F10|1|||1995||9999999|||||||||||||||||||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0||0|0|0||||0||0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|9236117|0|1|0|1|0|0|19||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|115113479968|17|3|1978|39|39|1|0|1|76|31|3161106|31|3170404|1|0|||||||||4|3|1|1|145F08|1|||2000||9999999|||||||||||||||||||0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|6358209|0|1|0|1|0|0|25||5|5301|53001|53011031|53|5300108|530010805|2|1|||||||||1|0|0
2017|169021669276|6|10|1978|38|39|2|3|1|76|31|3143500|31|3170404|1|0|||||||||4|3|1|1|145F18|1|||2015|2|1019|||||||||||||||||||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9276240|0|1|0|1|0|0|41||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|114292538270|16|4|1991|26|26|2|1|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|145F14|1|||2014|1|367|||||||||||||||||||0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|9276240|0|1|0|1|0|0|41||5|5301|53001|53068211|53|5300108|530010805|2|1|||||||||1|0|0
2017|115166250302|19|6|1981|35|36|1|3|1|76|52|5208707|31|3170404|1|0|||||||||4|3|1|1|145F09|1|||2004|1|2|||||||||||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|6163430|0|1|0|0|1|0|71||5|5301|53001|53012003|53|5300108|530010805|2|1|||||||||1|0|0
2017|115166250302|19|6|1981|35|36|1|3|1|76|52|5208707|31|3170404|1|0|||||||||4|3|1|1|145F09|1|||2004|1|2|||||||||||||||||||0|1|0|0||0|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|6163424|0|1|0|0|1|0|71||5|5301|53001|53012003|53|5300108|530010805|2|1|||||||||1|0|0
2017|121432512462|8|3|1986|31|31|2|3|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|145F15|1|||2009|1|367|||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|10499452|0|1|0|1|0|0|19||5|5301|53001|53001567|53|5300108|530010805|2|1|||||||||1|0|0
2017|121432512462|8|3|1986|31|31|2|3|1|76|31|3170404|31|3170404|1|0|||||||||4|3|1|1|145F15|1|||2009|1|367|||||||||||||||||||0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0||0|0|0||||0||0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|10499451|0|1|0|1|0|0|19||5|5301|53001|53001567|53|5300108|530010805|2|1|||||||||1|0|0
